Typ,ICD/Slug,Name,URL,Live-Status,v5-Status
Supplement,—,Kalzium,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Kupfer,https://ods.od.nih.gov/factsheets/Copper-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Magnesium,https://ods.od.nih.gov/factsheets/Magnesium-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Mangan,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Selen,https://ods.od.nih.gov/factsheets/Selenium-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Zink,https://ods.od.nih.gov/factsheets/Zinc-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Ashwagandha,https://ods.od.nih.gov/factsheets/Ashwagandha-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Echinacea,https://www.nccih.nih.gov/health/echinacea,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Ginkgo Biloba,https://www.nccih.nih.gov/health/ginkgo,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Kurkumin,https://www.nccih.nih.gov/health/turmeric,⚠️ ungeprüft,✅ Ersatzquelle verifiziert; ursprünglicher NIH-ODS-Einzelstofflink war 404
Supplement,—,Mariendistel,https://www.nccih.nih.gov/health/milk-thistle,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Rhodiola Rosea,https://www.nccih.nih.gov/health/rhodiola,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Probiotika,https://ods.od.nih.gov/factsheets/Probiotics-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Coenzym Q10,https://www.nccih.nih.gov/health/coenzyme-q10,⚠️ ungeprüft,✅ Ersatzquelle verifiziert; ursprünglicher NIH-ODS-Einzelstofflink war 404
Supplement,—,Melatonin,https://www.nccih.nih.gov/health/melatonin-what-you-need-to-know,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Biotin (Vitamin B7),https://ods.od.nih.gov/factsheets/Biotin-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Folsäure,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Niacin (Vitamin B3),https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Pantothensäure (Vitamin B5),https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin A,https://ods.od.nih.gov/factsheets/VitaminA-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin B1 (Thiamin),https://ods.od.nih.gov/factsheets/Thiamin-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin B12,https://ods.od.nih.gov/factsheets/VitaminB12-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin B2 (Riboflavin),https://ods.od.nih.gov/factsheets/Riboflavin-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin B6,https://ods.od.nih.gov/factsheets/VitaminB6-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin C,https://ods.od.nih.gov/factsheets/VitaminC-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin D,https://ods.od.nih.gov/factsheets/VitaminD-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin E,https://ods.od.nih.gov/factsheets/VitaminE-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin K,https://ods.od.nih.gov/factsheets/VitaminK-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
Supplement,—,Vitamin K2,https://ods.od.nih.gov/factsheets/VitaminK-HealthProfessional/,⚠️ ungeprüft,✅ URL verifiziert
